Test,Test No.,Item,Result,Units,Variant,Syringe
Force to Disassemble<br>Extended Finger Flange,1,32,89.7,N,N/A,Syringe Not Applicable
Force to Disassemble<br>Extended Finger Flange,1,33,91.5,N,N/A,Syringe Not Applicable
Force to Disassemble<br>Extended Finger Flange,1,34,94.4,N,N/A,Syringe Not Applicable
Force to Disassemble<br>Extended Finger Flange,1,35,93.3,N,N/A,Syringe Not Applicable
Syringe Assembly Force<br>(Plastic),1,1,43.8,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,2,41.7,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,3,38.6,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,4,39.1,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,5,38,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,6,40.8,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,7,41.1,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,8,40,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,9,40.3,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,10,41.6,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,11,42.9,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,12,38,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,13,38.4,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,14,40.3,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,15,45.3,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,16,39.4,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,17,37.8,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,18,39.2,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,19,37.6,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,20,41.1,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,21,40.1,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,22,39.6,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,23,39.8,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,24,36.8,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,25,40.6,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,26,37.5,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,27,39,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,28,38.2,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,29,38.1,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,30,39.5,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,31,41.2,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,32,37.4,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,33,42.5,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,34,39.4,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Plastic),1,35,37.6,N,N/A,27G Plajex Terumo
Syringe Assembly Force<br>(Glass),4,1,8.4,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,2,10.1,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,3,8.2,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,4,9,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,5,9.8,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,6,9.5,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,7,10.1,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,8,9.3,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,9,8.1,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,10,9.4,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,11,8,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,12,9.5,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,13,10.2,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,14,8.8,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,15,8.6,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,16,7.9,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,17,8.2,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,18,7.4,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,19,8.3,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,20,8.5,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,21,9,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,22,8.2,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,23,9.4,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,24,8.7,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,25,8.5,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,26,8.7,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,27,9,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,28,9.6,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,29,8.1,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,30,10.3,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,31,11,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,32,9.9,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,33,8.7,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,34,9.4,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),4,35,8.3,N,N/A,29G BD Hypak SCF 1ml
Syringe Assembly Force<br>(Glass),6,1,8.6,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,2,9.2,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,3,9.3,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,4,9.5,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,5,10.9,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,6,9.3,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,7,9.1,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,8,10,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,9,9.6,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,10,8.5,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,11,10,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,12,10.3,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,13,8.7,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,14,8.8,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,15,8.4,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,16,10.6,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,17,10.1,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,18,9,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,19,9.9,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,20,8.7,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,21,9.6,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,22,9,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,23,9.4,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,24,9.8,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,25,8.9,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,26,9.2,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,27,9.3,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,28,9.4,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,29,10,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,30,9.9,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,31,9.5,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,32,9.5,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,33,10.6,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,34,8.6,N,N/A,29G Gerresheimer RTF 1ml
Syringe Assembly Force<br>(Glass),6,35,9.9,N,N/A,29G Gerresheimer RTF 1ml
